,Factura,Ciudad,Tipo_cliente,Genero,Linea_producto,Precio_unidad,Cantidad,Impuesto,Total,Forma_pago,Coste,Calificacion,Fecha2,Dia,Jornada,Horario,Calificacion2,ISG,Anomaly,Anomaly_Score
810,565-91-4567,Mandalay,Normal,Hombre,Health and beauty,10.75,8,4.3,90.3,Ewallet,86.0,6.2,2019-03-15,Friday,Laboral,Tarde,Detractores,-100,0,-0.01961896414987463
811,380-60-5336,Yangon,Normal,Mujer,Electronic accessories,40.26,10,20.13,422.73,Credit card,402.6,5.0,2019-02-24,Sunday,Festivo,Noche,Detractores,-100,0,-0.005574077652168996
812,815-04-6282,Naypyitaw,Miembro,Mujer,Sports and travel,64.97,5,16.2425,341.0925,Credit card,324.85,6.5,2019-02-08,Friday,Laboral,Mañana,Neutros,0,0,-0.04803485192543
813,674-56-6360,Yangon,Normal,Hombre,Electronic accessories,95.15,1,4.7575,99.9075,Cash,95.15,6.0,2019-03-22,Friday,Laboral,Tarde,Detractores,-100,0,-0.012373120608219268
814,778-34-2523,Yangon,Miembro,Mujer,Electronic accessories,48.62,8,19.448,408.408,Cash,388.96,5.0,2019-01-24,Thursday,Laboral,Mañana,Detractores,-100,0,-0.028445984850590467
815,499-27-7781,Mandalay,Normal,Mujer,Food and beverages,53.21,8,21.284000000000002,446.964,Ewallet,425.68,5.0,2019-03-14,Thursday,Laboral,Tarde,Detractores,-100,0,-0.028281581937985245
816,477-59-2456,Naypyitaw,Normal,Mujer,Fashion accessories,45.44,7,15.904000000000002,333.98400000000004,Cash,318.08,9.2,2019-01-23,Wednesday,Laboral,Mañana,Promotores,100,0,-0.038291591452836116
817,832-51-6761,Yangon,Normal,Hombre,Food and beverages,33.88,8,13.552,284.592,Ewallet,271.04,9.6,2019-01-19,Saturday,Laboral,Noche,Promotores,100,0,-0.03775443525070343
818,869-11-3082,Mandalay,Miembro,Hombre,Health and beauty,96.16,4,19.232,403.87199999999996,Credit card,384.64,8.4,2019-01-27,Sunday,Festivo,Noche,Neutros,0,0,-0.016599719396957813
819,190-59-3964,Mandalay,Miembro,Hombre,Food and beverages,47.16,5,11.79,247.59,Credit card,235.8,6.0,2019-02-03,Sunday,Festivo,Tarde,Detractores,-100,0,-0.03758563624689548
820,366-43-6862,Mandalay,Normal,Hombre,Electronic accessories,52.89,4,10.578,222.138,Ewallet,211.56,6.7,2019-03-25,Monday,Laboral,Tarde,Neutros,0,0,-0.039143757437800075
821,186-43-8965,Yangon,Miembro,Mujer,Home and lifestyle,47.68,2,4.768,100.12799999999999,Credit card,95.36,4.1,2019-02-24,Sunday,Festivo,Mañana,Detractores,-100,0,-0.030671426323929052
822,784-21-9238,Naypyitaw,Miembro,Hombre,Sports and travel,10.17,1,0.5085,10.6785,Cash,10.17,5.9,2019-02-07,Thursday,Laboral,Tarde,Detractores,-100,1,0.008184553231580072
823,276-75-6884,Yangon,Normal,Mujer,Health and beauty,68.71,3,10.3065,216.4365,Cash,206.13,8.7,2019-03-04,Monday,Laboral,Mañana,Promotores,100,0,-0.0281375624443313
824,109-86-4363,Mandalay,Miembro,Mujer,Sports and travel,60.08,7,21.028000000000002,441.588,Credit card,420.56,4.5,2019-02-14,Thursday,Laboral,Mañana,Detractores,-100,0,-0.030470100331626004
825,569-76-2760,Yangon,Miembro,Mujer,Sports and travel,22.01,4,4.402,92.44200000000001,Credit card,88.04,6.6,2019-01-29,Tuesday,Laboral,Noche,Neutros,0,0,-0.034104220653532025
826,222-42-0244,Mandalay,Miembro,Mujer,Health and beauty,72.11,9,32.4495,681.4395,Credit card,648.99,7.7,2019-01-28,Monday,Laboral,Mañana,Neutros,0,0,-0.021842828613411136
827,760-53-9233,Yangon,Miembro,Hombre,Fashion accessories,41.28,3,6.192,130.032,Credit card,123.84,8.5,2019-03-26,Tuesday,Laboral,Noche,Promotores,100,0,-0.02614055515659941
828,538-22-0304,Naypyitaw,Normal,Hombre,Electronic accessories,64.95,10,32.475,681.975,Cash,649.5,5.2,2019-03-24,Sunday,Festivo,Noche,Detractores,-100,0,-0.0030541581129910345
829,416-17-9926,Yangon,Miembro,Mujer,Electronic accessories,74.22,10,37.11,779.31,Credit card,742.2,4.3,2019-01-01,Tuesday,Laboral,Tarde,Detractores,-100,0,-0.008235962190965562
830,237-44-6163,Yangon,Normal,Hombre,Electronic accessories,10.56,8,4.224,88.704,Cash,84.48,7.6,2019-01-24,Thursday,Laboral,Tarde,Neutros,0,0,-0.012583900429034456
831,636-17-0325,Mandalay,Normal,Hombre,Health and beauty,62.57,4,12.514000000000001,262.79400000000004,Cash,250.28,9.5,2019-02-25,Monday,Laboral,Noche,Promotores,100,0,-0.018821202941797788
832,343-75-9322,Mandalay,Miembro,Mujer,Sports and travel,11.85,8,4.74,99.54,Cash,94.8,4.1,2019-01-09,Wednesday,Laboral,Tarde,Detractores,-100,0,-0.015439521793782496
833,528-14-9470,Yangon,Miembro,Hombre,Health and beauty,91.3,1,4.565,95.865,Ewallet,91.3,9.2,2019-02-14,Thursday,Laboral,Tarde,Promotores,100,0,-0.003963924230635185
834,427-45-9297,Mandalay,Miembro,Mujer,Home and lifestyle,40.73,7,14.2555,299.3655,Ewallet,285.11,5.4,2019-03-12,Tuesday,Laboral,Mañana,Detractores,-100,0,-0.046321231588659695
835,807-34-3742,Yangon,Normal,Hombre,Fashion accessories,52.38,1,2.6189999999999998,54.998999999999995,Cash,52.38,5.8,2019-03-26,Tuesday,Laboral,Noche,Detractores,-100,0,-0.01441362702832949
836,288-62-1085,Yangon,Miembro,Hombre,Fashion accessories,38.54,5,9.635,202.335,Ewallet,192.7,5.6,2019-01-09,Wednesday,Laboral,Mañana,Detractores,-100,0,-0.033968206646014965
837,670-71-7306,Mandalay,Normal,Hombre,Sports and travel,44.63,6,13.389000000000001,281.16900000000004,Credit card,267.78,5.1,2019-01-02,Wednesday,Laboral,Noche,Detractores,-100,0,-0.03805951367394467
838,660-29-7083,Naypyitaw,Normal,Hombre,Electronic accessories,55.87,10,27.935,586.635,Cash,558.7,5.8,2019-01-15,Tuesday,Laboral,Tarde,Detractores,-100,0,-0.022901368044407566
839,271-77-8740,Naypyitaw,Miembro,Mujer,Sports and travel,29.22,6,8.766,184.08599999999998,Ewallet,175.32,5.0,2019-01-01,Tuesday,Laboral,Mañana,Detractores,-100,0,-0.019909140595589014
840,497-36-0989,Yangon,Normal,Hombre,Fashion accessories,51.94,3,7.791,163.611,Cash,155.82,7.9,2019-02-15,Friday,Laboral,Tarde,Neutros,0,0,-0.040071672686253224
841,291-59-1384,Mandalay,Normal,Hombre,Electronic accessories,60.3,1,3.015,63.315,Cash,60.3,6.0,2019-02-28,Thursday,Laboral,Tarde,Detractores,-100,0,-0.02342785757628396
842,860-73-6466,Yangon,Miembro,Mujer,Sports and travel,39.47,2,3.947,82.887,Credit card,78.94,5.0,2019-03-02,Saturday,Festivo,Tarde,Detractores,-100,0,-0.03106875822291899
843,549-23-9016,Naypyitaw,Miembro,Mujer,Food and beverages,14.87,2,1.4869999999999999,31.226999999999997,Credit card,29.74,8.9,2019-02-13,Wednesday,Laboral,Noche,Promotores,100,0,-0.00862407923936459
844,896-34-0956,Yangon,Normal,Hombre,Fashion accessories,21.32,1,1.0659999999999998,22.386,Cash,21.32,5.9,2019-01-26,Saturday,Laboral,Mañana,Detractores,-100,0,-0.02704807138184495
845,804-38-3935,Yangon,Miembro,Hombre,Electronic accessories,93.78,3,14.067,295.407,Credit card,281.34,5.9,2019-01-30,Wednesday,Laboral,Mañana,Detractores,-100,0,-0.017580209504729716
846,585-90-0249,Yangon,Miembro,Hombre,Electronic accessories,73.26,1,3.6630000000000003,76.923,Ewallet,73.26,9.7,2019-01-27,Sunday,Festivo,Noche,Promotores,100,0,-0.02030276342318882
847,862-29-5914,Naypyitaw,Normal,Mujer,Sports and travel,22.38,1,1.119,23.499000000000002,Credit card,22.38,8.6,2019-01-30,Wednesday,Laboral,Tarde,Promotores,100,0,-0.015226300422639727
848,845-94-6841,Naypyitaw,Miembro,Mujer,Food and beverages,72.88,9,32.796,688.716,Cash,655.92,4.0,2019-01-08,Tuesday,Laboral,Noche,Detractores,-100,0,-0.018871898428328482
849,125-45-2293,Yangon,Normal,Mujer,Fashion accessories,99.1,6,29.73,624.33,Cash,594.6,4.2,2019-01-19,Saturday,Laboral,Mañana,Detractores,-100,0,-0.015881777267385155
850,843-73-4724,Yangon,Normal,Hombre,Fashion accessories,74.1,1,3.705,77.805,Cash,74.1,9.2,2019-01-25,Friday,Laboral,Mañana,Promotores,100,0,-0.025652917208689674
851,409-33-9708,Yangon,Normal,Mujer,Fashion accessories,98.48,2,9.847999999999999,206.808,Ewallet,196.96,9.2,2019-02-19,Tuesday,Laboral,Mañana,Promotores,100,0,-0.02504047650077368
852,658-66-3967,Naypyitaw,Normal,Hombre,Health and beauty,53.19,7,18.6165,390.9465,Ewallet,372.33,5.0,2019-01-14,Monday,Laboral,Tarde,Detractores,-100,0,-0.025800052680921892
853,866-70-2814,Mandalay,Normal,Mujer,Electronic accessories,52.79,10,26.395,554.295,Ewallet,527.9,10.0,2019-02-25,Monday,Laboral,Mañana,Promotores,100,0,-0.00955954473648879
854,160-22-2687,Yangon,Miembro,Mujer,Health and beauty,95.95,5,23.9875,503.7375,Ewallet,479.75,8.8,2019-01-23,Wednesday,Laboral,Tarde,Promotores,100,0,-0.022464110936465942
855,895-03-6665,Mandalay,Normal,Mujer,Fashion accessories,36.51,9,16.4295,345.0195,Cash,328.59,4.2,2019-02-16,Saturday,Laboral,Mañana,Detractores,-100,0,-0.035927340417409415
856,770-42-8960,Mandalay,Normal,Hombre,Food and beverages,21.12,8,8.448,177.408,Cash,168.96,6.3,2019-01-01,Tuesday,Laboral,Noche,Detractores,-100,0,-0.021544075168205112
857,748-45-2862,Yangon,Miembro,Mujer,Home and lifestyle,28.31,4,5.662000000000001,118.902,Cash,113.24,8.2,2019-03-07,Thursday,Laboral,Noche,Neutros,0,0,-0.01093633871543831
858,234-36-2483,Mandalay,Normal,Hombre,Health and beauty,57.59,6,17.277,362.81699999999995,Cash,345.54,5.1,2019-02-15,Friday,Laboral,Mañana,Detractores,-100,0,-0.03594708178344119
859,316-66-3011,Yangon,Miembro,Mujer,Food and beverages,47.63,9,21.4335,450.1035,Cash,428.67,5.0,2019-01-23,Wednesday,Laboral,Mañana,Detractores,-100,0,-0.022607520421098815
860,848-95-6252,Naypyitaw,Miembro,Mujer,Home and lifestyle,86.27,1,4.3135,90.5835,Ewallet,86.27,7.0,2019-02-20,Wednesday,Laboral,Mañana,Neutros,0,0,-0.017693022310117268
861,840-76-5966,Yangon,Miembro,Hombre,Sports and travel,12.76,2,1.276,26.796,Ewallet,25.52,7.8,2019-01-08,Tuesday,Laboral,Noche,Neutros,0,0,-0.009361476774912836
862,152-03-4217,Mandalay,Normal,Mujer,Home and lifestyle,11.28,9,5.0760000000000005,106.596,Credit card,101.52,4.3,2019-03-17,Sunday,Festivo,Mañana,Detractores,-100,0,-0.011382409868481935
863,533-66-5566,Mandalay,Normal,Mujer,Home and lifestyle,51.07,7,17.8745,375.3645,Cash,357.49,7.0,2019-01-12,Saturday,Laboral,Mañana,Neutros,0,0,-0.04196258519855378
864,124-31-1458,Yangon,Miembro,Mujer,Electronic accessories,79.59,3,11.9385,250.7085,Cash,238.77,6.6,2019-01-08,Tuesday,Laboral,Tarde,Neutros,0,0,-0.030387567084429024
865,176-78-1170,Naypyitaw,Miembro,Hombre,Health and beauty,33.81,3,5.0715,106.5015,Ewallet,101.43,7.3,2019-01-26,Saturday,Laboral,Tarde,Neutros,0,0,-0.020981592634740864
866,361-59-0574,Mandalay,Miembro,Hombre,Sports and travel,90.53,8,36.211999999999996,760.452,Credit card,724.24,6.5,2019-03-15,Friday,Laboral,Tarde,Neutros,0,0,-0.018389367022928704
867,101-81-4070,Naypyitaw,Miembro,Mujer,Health and beauty,62.82,2,6.282,131.922,Ewallet,125.64,4.9,2019-01-17,Thursday,Laboral,Mañana,Detractores,-100,0,-0.022208902013663656
868,631-34-1880,Naypyitaw,Miembro,Hombre,Food and beverages,24.31,3,3.6465,76.5765,Credit card,72.93,4.3,2019-01-08,Tuesday,Laboral,Noche,Detractores,-100,0,-0.012487646193670265
869,852-82-2749,Yangon,Normal,Hombre,Sports and travel,64.59,4,12.918,271.278,Ewallet,258.36,9.3,2019-01-06,Sunday,Festivo,Mañana,Promotores,100,0,-0.02910837965526769
870,873-14-6353,Yangon,Miembro,Hombre,Food and beverages,24.82,7,8.687000000000001,182.42700000000002,Credit card,173.74,7.1,2019-02-16,Saturday,Laboral,Mañana,Neutros,0,0,-0.03939893727955324
871,584-66-4073,Naypyitaw,Normal,Hombre,Fashion accessories,56.5,1,2.825,59.325,Ewallet,56.5,9.6,2019-03-13,Wednesday,Laboral,Tarde,Promotores,100,0,-0.00810798700158899
872,544-55-9589,Mandalay,Miembro,Mujer,Electronic accessories,21.43,10,10.715,225.015,Cash,214.3,6.2,2019-01-28,Monday,Laboral,Mañana,Detractores,-100,0,-0.025554661909223175
873,166-19-2553,Yangon,Miembro,Hombre,Sports and travel,89.06,6,26.718000000000004,561.078,Cash,534.36,9.9,2019-01-18,Friday,Laboral,Tarde,Promotores,100,0,-0.016561392799651853
874,737-88-5876,Yangon,Miembro,Hombre,Home and lifestyle,23.29,4,4.658,97.818,Credit card,93.16,5.9,2019-03-19,Tuesday,Laboral,Mañana,Detractores,-100,0,-0.041639120428419774
875,154-87-7367,Naypyitaw,Normal,Hombre,Home and lifestyle,65.26,8,26.104,548.184,Ewallet,522.08,6.3,2019-03-15,Friday,Laboral,Tarde,Detractores,-100,0,-0.02558482522965444
876,885-56-0389,Naypyitaw,Miembro,Hombre,Fashion accessories,52.35,1,2.6175,54.9675,Cash,52.35,4.0,2019-02-12,Tuesday,Festivo,Tarde,Detractores,-100,0,-0.00909142930465856
877,608-05-3804,Mandalay,Miembro,Hombre,Electronic accessories,39.75,1,1.9875,41.7375,Cash,39.75,6.1,2019-02-25,Monday,Laboral,Noche,Detractores,-100,0,-0.010471855582000922
878,448-61-3783,Yangon,Normal,Mujer,Electronic accessories,90.02,8,36.008,756.168,Credit card,720.16,4.5,2019-03-21,Thursday,Laboral,Tarde,Detractores,-100,0,-0.010656507620705469
879,761-49-0439,Mandalay,Miembro,Mujer,Electronic accessories,12.1,8,4.84,101.64,Ewallet,96.8,8.6,2019-01-19,Saturday,Laboral,Mañana,Promotores,100,0,-0.011730024859118338
880,490-95-0021,Mandalay,Miembro,Mujer,Food and beverages,33.21,10,16.605,348.705,Ewallet,332.1,6.0,2019-01-08,Tuesday,Laboral,Tarde,Detractores,-100,0,-0.02523259231403807
881,115-38-7388,Naypyitaw,Miembro,Mujer,Fashion accessories,10.18,8,4.072,85.512,Credit card,81.44,9.5,2019-03-30,Saturday,Laboral,Mañana,Promotores,100,0,-0.023127221279497734
882,311-13-6971,Mandalay,Miembro,Hombre,Sports and travel,31.99,10,15.995,335.895,Credit card,319.9,9.9,2019-02-20,Wednesday,Laboral,Tarde,Promotores,100,0,-0.004652093369924559
883,291-55-6563,Yangon,Miembro,Mujer,Home and lifestyle,34.42,6,10.325999999999999,216.84599999999998,Ewallet,206.52,7.5,2019-03-30,Saturday,Laboral,Mañana,Neutros,0,0,-0.03948995323756188
884,548-48-3156,Yangon,Miembro,Mujer,Food and beverages,83.34,2,8.334,175.014,Cash,166.68,7.6,2019-03-19,Tuesday,Laboral,Mañana,Neutros,0,0,-0.019840927040154055
885,460-93-5834,Yangon,Normal,Hombre,Sports and travel,45.58,7,15.953,335.01300000000003,Cash,319.06,5.0,2019-01-13,Sunday,Festivo,Mañana,Detractores,-100,0,-0.022657090615392228
886,325-89-4209,Yangon,Miembro,Hombre,Food and beverages,87.9,1,4.395,92.295,Ewallet,87.9,6.7,2019-02-05,Tuesday,Laboral,Noche,Neutros,0,0,-0.021851752001685765
887,884-80-6021,Yangon,Miembro,Mujer,Electronic accessories,73.47,10,36.735,771.435,Ewallet,734.7,9.5,2019-03-23,Saturday,Laboral,Mañana,Promotores,100,0,-0.0007720893593956557
888,137-74-8729,Naypyitaw,Normal,Mujer,Fashion accessories,12.19,8,4.876,102.396,Ewallet,97.52,6.8,2019-03-13,Wednesday,Laboral,Mañana,Neutros,0,0,-0.017868979569259258
889,880-46-5796,Yangon,Miembro,Hombre,Sports and travel,76.92,10,38.46,807.66,Ewallet,769.2,5.6,2019-03-17,Sunday,Festivo,Noche,Detractores,-100,0,-0.012920461789849957
890,389-70-2397,Naypyitaw,Normal,Mujer,Health and beauty,83.66,5,20.915,439.215,Cash,418.3,7.2,2019-02-21,Thursday,Laboral,Mañana,Neutros,0,0,-0.022713109108067675
891,114-35-5271,Mandalay,Normal,Mujer,Electronic accessories,57.91,8,23.164,486.444,Cash,463.28,8.1,2019-02-07,Thursday,Laboral,Tarde,Neutros,0,0,-0.02764154604687241
892,607-76-6216,Naypyitaw,Miembro,Mujer,Fashion accessories,92.49,5,23.1225,485.5725,Credit card,462.45,8.6,2019-03-02,Saturday,Festivo,Tarde,Promotores,100,0,-0.0380504185514543
893,715-20-1673,Mandalay,Normal,Hombre,Electronic accessories,28.38,5,7.095,148.995,Cash,141.9,9.4,2019-03-06,Wednesday,Laboral,Noche,Promotores,100,0,-0.029109603934233896
894,811-35-1094,Mandalay,Miembro,Hombre,Electronic accessories,50.45,6,15.135,317.835,Credit card,302.7,8.9,2019-02-06,Wednesday,Laboral,Tarde,Promotores,100,0,-0.034063818633124576
895,699-88-1972,Mandalay,Normal,Hombre,Health and beauty,99.16,8,39.664,832.944,Credit card,793.28,4.2,2019-01-28,Monday,Laboral,Tarde,Detractores,-100,0,-0.003167098372004018
896,781-84-8059,Naypyitaw,Normal,Hombre,Fashion accessories,60.74,7,21.259,446.439,Ewallet,425.18,5.0,2019-01-18,Friday,Laboral,Tarde,Detractores,-100,0,-0.03383673755454941
897,409-49-6995,Naypyitaw,Miembro,Mujer,Food and beverages,47.27,6,14.181,297.801,Cash,283.62,8.8,2019-02-05,Tuesday,Laboral,Mañana,Promotores,100,0,-0.03448714963823307
898,725-54-0677,Naypyitaw,Miembro,Hombre,Health and beauty,85.6,7,29.96,629.16,Cash,599.2,5.3,2019-03-02,Saturday,Festivo,Mañana,Detractores,-100,0,-0.008740032509730322
899,146-09-5432,Yangon,Miembro,Hombre,Food and beverages,35.04,9,15.767999999999999,331.12800000000004,Ewallet,315.36,4.6,2019-02-09,Saturday,Laboral,Noche,Detractores,-100,0,-0.03730696983770898
900,377-79-7592,Naypyitaw,Miembro,Mujer,Electronic accessories,44.84,9,20.178,423.73800000000006,Credit card,403.56,7.5,2019-01-14,Monday,Laboral,Tarde,Neutros,0,0,-0.027767444883947556
901,509-10-0516,Mandalay,Normal,Hombre,Home and lifestyle,45.97,4,9.193999999999999,193.074,Ewallet,183.88,5.1,2019-02-09,Saturday,Laboral,Mañana,Detractores,-100,0,-0.04055250953663403
902,595-94-9924,Yangon,Miembro,Mujer,Health and beauty,27.73,5,6.9325,145.5825,Credit card,138.65,4.2,2019-03-26,Tuesday,Laboral,Noche,Detractores,-100,0,-0.02156118440129351
903,865-41-9075,Yangon,Normal,Hombre,Food and beverages,11.53,7,4.0355,84.7455,Cash,80.71,8.1,2019-01-28,Monday,Laboral,Tarde,Neutros,0,0,-0.011211497710535645
904,545-07-8534,Naypyitaw,Normal,Mujer,Health and beauty,58.32,2,5.832000000000001,122.47200000000001,Ewallet,116.64,6.0,2019-02-14,Thursday,Laboral,Mañana,Detractores,-100,0,-0.024479227819614202
905,118-62-1812,Naypyitaw,Miembro,Mujer,Home and lifestyle,78.38,4,15.675999999999998,329.19599999999997,Cash,313.52,7.9,2019-03-24,Sunday,Festivo,Tarde,Neutros,0,0,-0.03650235276840719
906,450-42-3339,Naypyitaw,Normal,Hombre,Health and beauty,84.61,10,42.305,888.405,Credit card,846.1,8.8,2019-02-09,Saturday,Laboral,Noche,Promotores,100,1,0.009123803868443914
907,851-98-3555,Mandalay,Normal,Mujer,Health and beauty,82.88,5,20.72,435.12,Credit card,414.4,6.6,2019-03-24,Sunday,Festivo,Tarde,Neutros,0,0,-0.014312183238324394
908,186-71-5196,Yangon,Miembro,Mujer,Food and beverages,79.54,2,7.954,167.03400000000002,Ewallet,159.08,6.2,2019-03-27,Wednesday,Festivo,Tarde,Detractores,-100,0,-0.027822109261455563
909,624-01-8356,Mandalay,Normal,Mujer,Home and lifestyle,49.01,10,24.505,514.605,Credit card,490.1,4.2,2019-01-27,Sunday,Festivo,Mañana,Detractores,-100,0,-0.01309391086672318
910,313-66-9943,Mandalay,Miembro,Mujer,Food and beverages,29.15,3,4.3725,91.8225,Credit card,87.45,7.3,2019-03-27,Wednesday,Festivo,Noche,Neutros,0,0,-0.032010548517202086
911,151-27-8496,Naypyitaw,Normal,Mujer,Electronic accessories,56.13,4,11.225999999999999,235.74599999999998,Ewallet,224.52,8.6,2019-01-19,Saturday,Laboral,Mañana,Promotores,100,0,-0.01581492466646306
912,453-33-6436,Yangon,Normal,Mujer,Home and lifestyle,93.12,8,37.248000000000005,782.2080000000001,Cash,744.96,6.8,2019-02-07,Thursday,Laboral,Mañana,Neutros,0,0,-0.023047345244709083
913,522-57-8364,Yangon,Miembro,Hombre,Fashion accessories,51.34,8,20.535999999999998,431.256,Ewallet,410.72,7.6,2019-01-31,Thursday,Laboral,Mañana,Neutros,0,0,-0.03513775604765845
914,459-45-2396,Yangon,Miembro,Mujer,Food and beverages,99.6,3,14.94,313.74,Cash,298.8,5.8,2019-02-25,Monday,Laboral,Noche,Detractores,-100,0,-0.02480308444201762
915,717-96-4189,Naypyitaw,Normal,Mujer,Electronic accessories,35.49,6,10.647,223.58700000000002,Cash,212.94,4.1,2019-02-02,Saturday,Laboral,Mañana,Detractores,-100,0,-0.029434074934070242
916,722-13-2115,Naypyitaw,Miembro,Hombre,Sports and travel,42.85,1,2.1425,44.9925,Credit card,42.85,9.3,2019-03-14,Thursday,Laboral,Tarde,Promotores,100,0,-0.014690758382075342
917,749-81-8133,Yangon,Normal,Mujer,Fashion accessories,94.67,4,18.934,397.61400000000003,Cash,378.68,6.8,2019-03-11,Monday,Laboral,Mañana,Neutros,0,0,-0.030776727116721747
918,777-67-2495,Mandalay,Normal,Hombre,Home and lifestyle,68.97,3,10.3455,217.2555,Ewallet,206.91,8.7,2019-02-22,Friday,Laboral,Mañana,Promotores,100,0,-0.040423051803642696
919,636-98-3364,Mandalay,Miembro,Mujer,Electronic accessories,26.26,3,3.9389999999999996,82.719,Ewallet,78.78,6.3,2019-03-02,Saturday,Festivo,Mañana,Detractores,-100,0,-0.017955551342711762
920,246-55-6923,Naypyitaw,Miembro,Mujer,Home and lifestyle,35.79,9,16.1055,338.2155,Credit card,322.11,5.1,2019-03-10,Sunday,Festivo,Tarde,Detractores,-100,0,-0.020739504023391975
921,181-82-6255,Mandalay,Normal,Mujer,Home and lifestyle,16.37,6,4.9110000000000005,103.131,Cash,98.22,7.0,2019-02-08,Friday,Laboral,Mañana,Neutros,0,0,-0.03318290765806353
922,838-02-1821,Naypyitaw,Miembro,Mujer,Home and lifestyle,12.73,2,1.273,26.733,Credit card,25.46,5.2,2019-02-22,Friday,Laboral,Mañana,Detractores,-100,0,-0.02704554322605035
923,887-42-0517,Naypyitaw,Normal,Mujer,Sports and travel,83.14,7,29.099,611.0790000000001,Credit card,581.98,6.6,2019-01-10,Thursday,Laboral,Mañana,Neutros,0,0,-0.024146154923649132
924,457-12-0244,Naypyitaw,Miembro,Mujer,Sports and travel,35.22,6,10.565999999999999,221.886,Ewallet,211.32,6.5,2019-03-14,Thursday,Laboral,Mañana,Neutros,0,0,-0.033106430440741796
925,226-34-0034,Mandalay,Normal,Mujer,Electronic accessories,13.78,4,2.7560000000000002,57.876000000000005,Ewallet,55.12,9.0,2019-01-10,Thursday,Laboral,Mañana,Promotores,100,0,-0.010386236307046048
926,321-49-7382,Mandalay,Miembro,Hombre,Sports and travel,88.31,1,4.4155,92.7255,Credit card,88.31,5.2,2019-02-15,Friday,Laboral,Tarde,Detractores,-100,0,-0.024315494184758646
927,397-25-8725,Yangon,Miembro,Mujer,Health and beauty,39.62,9,17.829,374.409,Credit card,356.58,6.8,2019-01-13,Sunday,Festivo,Tarde,Neutros,0,0,-0.013568800691667104
928,431-66-2305,Mandalay,Normal,Mujer,Electronic accessories,88.25,9,39.7125,833.9625,Credit card,794.25,7.6,2019-02-15,Friday,Laboral,Noche,Neutros,0,1,0.008499122207517362
929,825-94-5922,Mandalay,Normal,Hombre,Sports and travel,25.31,2,2.531,53.151,Ewallet,50.62,7.2,2019-03-02,Saturday,Festivo,Noche,Neutros,0,0,-0.03069245807580001
930,641-62-7288,Mandalay,Normal,Hombre,Home and lifestyle,99.92,6,29.976,629.496,Ewallet,599.52,7.1,2019-03-24,Sunday,Festivo,Mañana,Neutros,0,0,-0.010662911268135233
931,756-93-1854,Naypyitaw,Miembro,Mujer,Fashion accessories,83.35,2,8.335,175.035,Credit card,166.7,9.5,2019-02-02,Saturday,Laboral,Tarde,Promotores,100,0,-0.022552418729340773
932,243-55-8457,Yangon,Normal,Mujer,Food and beverages,74.44,10,37.22,781.62,Ewallet,744.4,5.1,2019-02-27,Wednesday,Laboral,Mañana,Detractores,-100,0,-0.004429202631248463
933,458-10-8612,Naypyitaw,Normal,Hombre,Health and beauty,64.08,7,22.428,470.98800000000006,Ewallet,448.56,7.6,2019-01-20,Sunday,Festivo,Mañana,Neutros,0,0,-0.017159504387769475
934,501-61-1753,Mandalay,Normal,Mujer,Home and lifestyle,63.15,6,18.945,397.845,Ewallet,378.9,9.8,2019-01-03,Thursday,Laboral,Noche,Promotores,100,0,-0.018009837536118956
935,235-06-8510,Naypyitaw,Miembro,Hombre,Home and lifestyle,85.72,3,12.857999999999999,270.018,Ewallet,257.16,5.1,2019-01-24,Thursday,Laboral,Noche,Detractores,-100,0,-0.027324770439285273
936,433-08-7822,Naypyitaw,Normal,Mujer,Health and beauty,78.89,7,27.6115,579.8415,Ewallet,552.23,7.5,2019-01-05,Saturday,Laboral,Noche,Neutros,0,0,-0.016913136829894038
937,361-85-2571,Yangon,Normal,Mujer,Sports and travel,89.48,5,22.37,469.77,Cash,447.4,7.4,2019-03-30,Saturday,Laboral,Mañana,Neutros,0,0,-0.029931235984244853
938,131-70-8179,Yangon,Miembro,Mujer,Health and beauty,92.09,3,13.8135,290.0835,Cash,276.27,4.2,2019-02-17,Sunday,Festivo,Tarde,Detractores,-100,0,-0.004641781314116744
939,500-02-2261,Naypyitaw,Normal,Mujer,Food and beverages,57.29,6,17.187,360.92699999999996,Ewallet,343.74,5.9,2019-03-21,Thursday,Laboral,Tarde,Detractores,-100,0,-0.036600307552387856
940,720-72-2436,Yangon,Normal,Hombre,Food and beverages,66.52,4,13.304,279.384,Ewallet,266.08,6.9,2019-03-02,Saturday,Festivo,Noche,Neutros,0,0,-0.045369199500491675
941,702-83-5291,Naypyitaw,Miembro,Hombre,Fashion accessories,99.82,9,44.919,943.299,Cash,898.38,6.6,2019-03-27,Wednesday,Festivo,Mañana,Neutros,0,0,-0.0067864061224892636
942,809-69-9497,Yangon,Normal,Mujer,Home and lifestyle,45.68,10,22.84,479.64,Ewallet,456.8,5.7,2019-01-19,Saturday,Laboral,Noche,Detractores,-100,0,-0.020214604165423755
943,449-16-6770,Yangon,Normal,Hombre,Health and beauty,50.79,5,12.6975,266.6475,Credit card,253.95,5.3,2019-02-19,Tuesday,Laboral,Tarde,Detractores,-100,0,-0.03302949797911203
