,Factura,Ciudad,Tipo_cliente,Genero,Linea_producto,Precio_unidad,Cantidad,Impuesto,Total,Forma_pago,Coste,Calificacion,Fecha2,Dia,Jornada,Horario,Calificacion2,ISG,Anomaly,Anomaly_Score,Cluster
628,641-51-2661,Naypyitaw,Miembro,Mujer,Food and beverages,87.1,10,43.55,914.55,Credit card,871.0,9.9,2019-02-12,Tuesday,Festivo,Tarde,Promotores,100,1,0.0031694444947342197,Cluster 1
629,803-83-5989,Naypyitaw,Normal,Hombre,Home and lifestyle,55.73,6,16.719,351.099,Ewallet,334.38,7.0,2019-02-24,Sunday,Festivo,Mañana,Neutros,0,0,-0.03325183408276333,Cluster 0
630,286-62-6248,Mandalay,Normal,Hombre,Fashion accessories,39.21,4,7.842,164.68200000000004,Credit card,156.84,9.0,2019-01-16,Wednesday,Laboral,Noche,Promotores,100,0,-0.03744133510854386,Cluster 2
631,390-80-5128,Mandalay,Miembro,Mujer,Health and beauty,19.15,1,0.9575,20.1075,Credit card,19.15,9.5,2019-01-28,Monday,Laboral,Tarde,Promotores,100,1,0.005724831371019311,Cluster 1
632,347-34-2234,Mandalay,Miembro,Mujer,Sports and travel,55.07,9,24.7815,520.4115,Ewallet,495.63,10.0,2019-02-03,Sunday,Festivo,Mañana,Promotores,100,0,-0.009723984531313956,Cluster 0
633,272-65-1806,Yangon,Normal,Mujer,Electronic accessories,60.88,9,27.396,575.316,Ewallet,547.92,4.7,2019-01-15,Tuesday,Laboral,Tarde,Detractores,-100,0,-0.03358248733946256,Cluster 1
634,528-14-9470,Yangon,Miembro,Hombre,Health and beauty,91.3,1,4.565,95.865,Ewallet,91.3,9.2,2019-02-14,Thursday,Laboral,Tarde,Promotores,100,0,-0.003963924230635185,Cluster 1
635,135-13-8269,Mandalay,Miembro,Mujer,Food and beverages,78.88,2,7.888,165.648,Cash,157.76,9.1,2019-01-26,Saturday,Laboral,Tarde,Promotores,100,0,-0.025120646216549303,Cluster 1
636,186-79-9562,Mandalay,Normal,Hombre,Health and beauty,71.77,7,25.1195,527.5095,Cash,502.39,8.9,2019-03-29,Friday,Laboral,Tarde,Promotores,100,0,-0.02195564626578439,Cluster 1
637,505-02-0892,Mandalay,Miembro,Hombre,Health and beauty,42.57,8,17.028,357.588,Ewallet,340.56,5.6,2019-02-25,Monday,Laboral,Tarde,Detractores,-100,0,-0.03767985837531762,Cluster 1
638,828-46-6863,Yangon,Miembro,Hombre,Food and beverages,98.53,6,29.559,620.739,Credit card,591.18,4.0,2019-01-23,Wednesday,Laboral,Mañana,Detractores,-100,1,0.0013553329733588804,Cluster 0
639,174-64-0215,Mandalay,Normal,Hombre,Sports and travel,69.74,10,34.87,732.27,Credit card,697.4,8.9,2019-03-05,Tuesday,Laboral,Tarde,Promotores,100,0,-0.010421436961862152,Cluster 1
640,137-74-8729,Naypyitaw,Normal,Mujer,Fashion accessories,12.19,8,4.876,102.396,Ewallet,97.52,6.8,2019-03-13,Wednesday,Laboral,Mañana,Neutros,0,0,-0.017868979569259258,Cluster 0
641,747-58-7183,Mandalay,Normal,Hombre,Fashion accessories,57.27,3,8.5905,180.4005,Ewallet,171.81,6.5,2019-02-09,Saturday,Laboral,Noche,Neutros,0,0,-0.04682954907431824,Cluster 2
642,457-94-0464,Mandalay,Miembro,Hombre,Electronic accessories,87.87,9,39.5415,830.3715,Ewallet,790.83,5.6,2019-01-31,Thursday,Laboral,Noche,Detractores,-100,0,-1.1059744767116797e-05,Cluster 2
643,110-05-6330,Naypyitaw,Normal,Mujer,Food and beverages,39.43,6,11.829,248.409,Credit card,236.58,9.4,2019-03-25,Monday,Laboral,Noche,Promotores,100,0,-0.011980826511176157,Cluster 2
644,761-49-0439,Mandalay,Miembro,Mujer,Electronic accessories,12.1,8,4.84,101.64,Ewallet,96.8,8.6,2019-01-19,Saturday,Laboral,Mañana,Promotores,100,0,-0.011730024859118338,Cluster 0
645,373-09-4567,Naypyitaw,Normal,Hombre,Food and beverages,77.56,10,38.78,814.38,Ewallet,775.6,6.9,2019-03-14,Thursday,Laboral,Noche,Neutros,0,0,-0.006077851891133634,Cluster 2
646,365-64-0515,Yangon,Normal,Mujer,Electronic accessories,46.95,5,11.7375,246.4875,Ewallet,234.75,7.1,2019-02-12,Tuesday,Festivo,Mañana,Neutros,0,0,-0.04372102382510823,Cluster 0
647,321-49-7382,Mandalay,Miembro,Hombre,Sports and travel,88.31,1,4.4155,92.7255,Credit card,88.31,5.2,2019-02-15,Friday,Laboral,Tarde,Detractores,-100,0,-0.024315494184758646,Cluster 1
648,826-58-8051,Mandalay,Normal,Hombre,Home and lifestyle,62.19,4,12.438,261.198,Ewallet,248.76,4.3,2019-01-06,Sunday,Festivo,Noche,Detractores,-100,0,-0.02408196730477141,Cluster 2
649,810-60-6344,Naypyitaw,Normal,Mujer,Electronic accessories,40.86,8,16.344,343.224,Credit card,326.88,6.5,2019-02-07,Thursday,Laboral,Tarde,Neutros,0,0,-0.02066312125264991,Cluster 1
650,593-95-4461,Naypyitaw,Miembro,Hombre,Home and lifestyle,74.86,1,3.743,78.60300000000002,Cash,74.86,6.9,2019-03-24,Sunday,Festivo,Tarde,Neutros,0,0,-0.021244267593386826,Cluster 1
651,239-10-7476,Yangon,Normal,Mujer,Home and lifestyle,77.95,6,23.385,491.085,Ewallet,467.7,8.0,2019-01-21,Monday,Laboral,Tarde,Neutros,0,0,-0.04864902152052042,Cluster 1
652,258-92-7466,Yangon,Normal,Mujer,Health and beauty,35.68,5,8.92,187.32,Credit card,178.4,6.6,2019-02-06,Wednesday,Laboral,Noche,Neutros,0,0,-0.03625781868180111,Cluster 2
653,880-35-0356,Yangon,Miembro,Mujer,Sports and travel,75.2,3,11.28,236.88,Ewallet,225.6,4.8,2019-02-05,Tuesday,Laboral,Mañana,Detractores,-100,0,-0.021362122492481928,Cluster 0
654,696-90-2548,Yangon,Normal,Hombre,Sports and travel,25.84,3,3.876,81.396,Ewallet,77.52,6.6,2019-03-10,Sunday,Festivo,Noche,Neutros,0,0,-0.026528759289568767,Cluster 2
655,120-54-2248,Mandalay,Normal,Mujer,Food and beverages,28.86,5,7.215,151.515,Credit card,144.3,8.0,2019-01-22,Tuesday,Laboral,Noche,Neutros,0,0,-0.040650433413452536,Cluster 2
656,442-44-6497,Naypyitaw,Miembro,Hombre,Home and lifestyle,55.57,3,8.3355,175.0455,Credit card,166.71,5.9,2019-01-08,Tuesday,Laboral,Mañana,Detractores,-100,0,-0.029359960613689506,Cluster 0
657,598-47-9715,Naypyitaw,Normal,Hombre,Electronic accessories,84.07,4,16.814,353.094,Ewallet,336.28,4.4,2019-03-07,Thursday,Laboral,Tarde,Detractores,-100,0,-0.018230680034993063,Cluster 1
658,729-06-2010,Mandalay,Miembro,Hombre,Health and beauty,80.47,9,36.2115,760.4415,Cash,724.23,9.2,2019-01-06,Sunday,Festivo,Mañana,Promotores,100,1,0.0042639064044242,Cluster 0
659,702-72-0487,Yangon,Normal,Mujer,Electronic accessories,46.61,2,4.6610000000000005,97.881,Credit card,93.22,6.6,2019-02-26,Tuesday,Laboral,Mañana,Neutros,0,0,-0.025976424403531758,Cluster 0
660,227-03-5010,Yangon,Miembro,Mujer,Home and lifestyle,52.59,8,21.036,441.756,Credit card,420.72,8.5,2019-03-22,Friday,Laboral,Noche,Promotores,100,0,-0.02706673055718023,Cluster 2
661,227-50-3718,Yangon,Normal,Hombre,Health and beauty,14.62,5,3.655,76.755,Cash,73.1,4.4,2019-03-04,Monday,Laboral,Mañana,Detractores,-100,0,-0.01318438225267926,Cluster 0
662,847-38-7188,Mandalay,Normal,Mujer,Food and beverages,96.68,3,14.502,304.5420000000001,Ewallet,290.04,6.4,2019-01-26,Saturday,Laboral,Noche,Detractores,-100,0,-0.032915195925088965,Cluster 2
663,605-72-4132,Naypyitaw,Normal,Mujer,Food and beverages,94.47,8,37.788,793.548,Cash,755.76,9.1,2019-02-27,Wednesday,Laboral,Tarde,Promotores,100,0,-0.0052658213599815476,Cluster 1
664,590-83-4591,Mandalay,Miembro,Hombre,Electronic accessories,87.45,6,26.235,550.935,Credit card,524.7,8.8,2019-02-17,Sunday,Festivo,Tarde,Promotores,100,0,-0.0208605183487639,Cluster 1
665,226-31-3081,Naypyitaw,Normal,Mujer,Electronic accessories,15.28,5,3.82,80.22,Cash,76.4,9.6,2019-03-08,Friday,Laboral,Mañana,Promotores,100,0,-0.03252496194991672,Cluster 0
666,451-73-2711,Naypyitaw,Normal,Hombre,Food and beverages,84.83,1,4.2415,89.0715,Ewallet,84.83,8.8,2019-01-14,Monday,Laboral,Tarde,Promotores,100,0,-0.01740237343226259,Cluster 1
667,319-50-3348,Mandalay,Normal,Mujer,Home and lifestyle,40.3,2,4.03,84.63,Ewallet,80.6,4.4,2019-03-11,Monday,Laboral,Tarde,Detractores,-100,0,-0.03263842872261091,Cluster 1
668,848-62-7243,Yangon,Normal,Hombre,Health and beauty,24.89,9,11.2005,235.2105,Cash,224.01,7.4,2019-03-15,Friday,Laboral,Tarde,Neutros,0,0,-0.022111382973916682,Cluster 1
669,835-16-0096,Naypyitaw,Miembro,Hombre,Sports and travel,14.7,5,3.675,77.175,Ewallet,73.5,8.5,2019-03-24,Sunday,Festivo,Mañana,Promotores,100,0,-0.016750598772678704,Cluster 0
670,573-98-8548,Naypyitaw,Miembro,Mujer,Fashion accessories,31.9,1,1.595,33.495,Ewallet,31.9,9.1,2019-01-05,Saturday,Laboral,Mañana,Promotores,100,0,-0.022159904176575877,Cluster 0
671,364-34-2972,Naypyitaw,Miembro,Hombre,Electronic accessories,96.82,3,14.523,304.983,Cash,290.46,6.7,2019-03-30,Saturday,Laboral,Noche,Neutros,0,0,-0.025591036628009437,Cluster 2
672,359-90-3665,Mandalay,Miembro,Mujer,Fashion accessories,18.08,4,3.616,75.936,Credit card,72.32,9.5,2019-01-14,Monday,Laboral,Noche,Promotores,100,0,-0.011872310294685828,Cluster 2
673,860-79-0874,Naypyitaw,Miembro,Mujer,Fashion accessories,99.3,10,49.65,1042.65,Credit card,993.0,6.6,2019-02-15,Friday,Laboral,Tarde,Neutros,0,0,-0.015681774590741826,Cluster 1
674,787-56-0757,Naypyitaw,Miembro,Mujer,Food and beverages,80.36,4,16.072,337.51199999999994,Credit card,321.44,8.3,2019-02-23,Saturday,Laboral,Noche,Neutros,0,0,-0.03234642594276127,Cluster 2
675,632-32-4574,Mandalay,Normal,Hombre,Sports and travel,75.92,8,30.368,637.7280000000002,Cash,607.36,5.5,2019-03-20,Wednesday,Laboral,Tarde,Detractores,-100,0,-0.03311481990847953,Cluster 1
676,868-81-1752,Mandalay,Normal,Hombre,Home and lifestyle,22.02,9,9.909,208.08900000000003,Cash,198.18,6.8,2019-02-07,Thursday,Laboral,Noche,Neutros,0,0,-0.021457388485559004,Cluster 2
677,778-71-5554,Naypyitaw,Miembro,Hombre,Fashion accessories,15.43,1,0.7715,16.2015,Credit card,15.43,6.1,2019-01-25,Friday,Laboral,Tarde,Detractores,-100,1,0.0006416240968375452,Cluster 1
678,849-09-3807,Yangon,Miembro,Mujer,Fashion accessories,88.34,7,30.919,649.299,Cash,618.38,6.6,2019-02-18,Monday,Laboral,Mañana,Neutros,0,0,-0.029388580226875623,Cluster 0
679,608-27-6295,Mandalay,Miembro,Hombre,Electronic accessories,52.89,6,15.867,333.207,Credit card,317.34,9.8,2019-01-19,Saturday,Laboral,Tarde,Promotores,100,0,-0.02586706961961616,Cluster 1
680,257-73-1380,Naypyitaw,Miembro,Hombre,Sports and travel,82.93,4,16.586,348.306,Ewallet,331.72,9.6,2019-01-20,Sunday,Festivo,Tarde,Promotores,100,0,-0.02328631752367738,Cluster 1
681,556-72-8512,Naypyitaw,Normal,Hombre,Home and lifestyle,22.96,1,1.148,24.108,Cash,22.96,4.3,2019-01-30,Wednesday,Laboral,Noche,Detractores,-100,1,0.0076082987785836,Cluster 2
682,834-83-1826,Mandalay,Miembro,Mujer,Home and lifestyle,82.04,5,20.51,430.71,Credit card,410.2,7.6,2019-02-25,Monday,Laboral,Tarde,Neutros,0,0,-0.026979570396820862,Cluster 1
683,658-66-3967,Naypyitaw,Normal,Hombre,Health and beauty,53.19,7,18.6165,390.9465,Ewallet,372.33,5.0,2019-01-14,Monday,Laboral,Tarde,Detractores,-100,0,-0.02580005268092189,Cluster 1
684,717-96-4189,Naypyitaw,Normal,Mujer,Electronic accessories,35.49,6,10.647,223.587,Cash,212.94,4.1,2019-02-02,Saturday,Laboral,Mañana,Detractores,-100,0,-0.02943407493407024,Cluster 0
685,389-70-2397,Naypyitaw,Normal,Mujer,Health and beauty,83.66,5,20.915,439.215,Cash,418.3,7.2,2019-02-21,Thursday,Laboral,Mañana,Neutros,0,0,-0.022713109108067675,Cluster 0
686,440-59-5691,Naypyitaw,Miembro,Mujer,Health and beauty,37.15,7,13.0025,273.0525,Credit card,260.05,7.7,2019-02-08,Friday,Laboral,Mañana,Neutros,0,0,-0.03979695324511867,Cluster 0
687,720-72-2436,Yangon,Normal,Hombre,Food and beverages,66.52,4,13.304,279.384,Ewallet,266.08,6.9,2019-03-02,Saturday,Festivo,Noche,Neutros,0,0,-0.04536919950049168,Cluster 2
688,409-33-9708,Yangon,Normal,Mujer,Fashion accessories,98.48,2,9.848,206.808,Ewallet,196.96,9.2,2019-02-19,Tuesday,Laboral,Mañana,Promotores,100,0,-0.025040476500773682,Cluster 0
689,301-81-8610,Mandalay,Miembro,Hombre,Fashion accessories,25.42,8,10.168,213.528,Credit card,203.36,6.7,2019-03-19,Tuesday,Laboral,Noche,Neutros,0,0,-0.02783617353837986,Cluster 2
690,728-47-9078,Naypyitaw,Miembro,Hombre,Food and beverages,59.59,4,11.918,250.278,Cash,238.36,9.8,2019-01-19,Saturday,Laboral,Mañana,Promotores,100,0,-0.018689548707570336,Cluster 0
691,238-49-0436,Yangon,Normal,Hombre,Health and beauty,32.46,8,12.984000000000002,272.664,Credit card,259.68,4.9,2019-03-27,Wednesday,Festivo,Mañana,Detractores,-100,0,-0.02897142662030738,Cluster 0
692,425-85-2085,Mandalay,Miembro,Hombre,Health and beauty,54.86,5,13.715,288.015,Ewallet,274.3,9.8,2019-03-29,Friday,Laboral,Tarde,Promotores,100,0,-0.022342604780149492,Cluster 1
693,549-03-9315,Mandalay,Normal,Hombre,Fashion accessories,94.87,8,37.948,796.908,Ewallet,758.96,8.7,2019-02-12,Tuesday,Festivo,Mañana,Promotores,100,0,-0.00568524019201877,Cluster 0
694,324-92-3863,Yangon,Miembro,Hombre,Electronic accessories,20.89,2,2.089,43.869,Cash,41.78,9.8,2019-02-05,Tuesday,Laboral,Noche,Promotores,100,0,-0.007513685058533005,Cluster 2
695,437-53-3084,Mandalay,Normal,Hombre,Fashion accessories,99.89,2,9.989,209.769,Ewallet,199.78,7.1,2019-02-26,Tuesday,Laboral,Mañana,Neutros,0,0,-0.01959072855403632,Cluster 0
696,665-63-9737,Mandalay,Normal,Hombre,Fashion accessories,52.42,3,7.862999999999999,165.123,Ewallet,157.26,7.5,2019-02-27,Wednesday,Laboral,Tarde,Neutros,0,0,-0.03734837576063788,Cluster 1
697,470-32-9057,Yangon,Miembro,Hombre,Food and beverages,51.34,5,12.835,269.535,Credit card,256.7,9.1,2019-03-28,Thursday,Laboral,Tarde,Promotores,100,0,-0.02914640784260314,Cluster 1
698,488-25-4221,Naypyitaw,Miembro,Mujer,Food and beverages,30.41,1,1.5205,31.9305,Credit card,30.41,8.4,2019-02-22,Friday,Laboral,Mañana,Neutros,0,0,-0.038174636843651966,Cluster 0
699,870-54-3162,Yangon,Normal,Mujer,Sports and travel,32.25,5,8.0625,169.3125,Cash,161.25,9.0,2019-01-27,Sunday,Festivo,Mañana,Promotores,100,0,-0.03310613757287706,Cluster 0
700,746-94-0204,Yangon,Normal,Hombre,Fashion accessories,83.24,9,37.458,786.618,Credit card,749.16,7.4,2019-01-29,Tuesday,Laboral,Mañana,Neutros,0,0,-0.012239111210579856,Cluster 0
701,346-84-3103,Mandalay,Miembro,Mujer,Electronic accessories,13.22,5,3.305,69.405,Cash,66.1,4.3,2019-03-02,Saturday,Festivo,Noche,Detractores,-100,0,-0.014766839803337706,Cluster 2
702,560-49-6611,Yangon,Miembro,Mujer,Sports and travel,45.58,1,2.279,47.859,Cash,45.58,9.8,2019-02-07,Thursday,Laboral,Tarde,Promotores,100,0,-0.0017367367126759348,Cluster 1
703,308-39-1707,Yangon,Normal,Mujer,Fashion accessories,12.09,1,0.6045,12.6945,Credit card,12.09,8.2,2019-01-26,Saturday,Laboral,Noche,Neutros,0,0,-0.023243971720520284,Cluster 2
704,583-41-4548,Naypyitaw,Normal,Hombre,Home and lifestyle,16.67,7,5.8345,122.5245,Ewallet,116.69,7.4,2019-02-07,Thursday,Laboral,Mañana,Neutros,0,0,-0.023024606673071383,Cluster 0
705,490-95-0021,Mandalay,Miembro,Mujer,Food and beverages,33.21,10,16.605,348.705,Ewallet,332.1,6.0,2019-01-08,Tuesday,Laboral,Tarde,Detractores,-100,0,-0.025232592314038068,Cluster 1
706,604-70-6476,Yangon,Miembro,Hombre,Fashion accessories,17.94,5,4.485,94.185,Ewallet,89.7,6.8,2019-01-23,Wednesday,Laboral,Tarde,Neutros,0,0,-0.03713041460785882,Cluster 1
707,355-34-6244,Mandalay,Normal,Hombre,Food and beverages,72.39,2,7.239,152.019,Credit card,144.78,8.1,2019-01-13,Sunday,Festivo,Noche,Neutros,0,0,-0.03550523342606249,Cluster 2
708,588-01-7461,Naypyitaw,Normal,Mujer,Food and beverages,33.98,9,15.291,321.111,Cash,305.82,4.2,2019-03-24,Sunday,Festivo,Mañana,Detractores,-100,0,-0.029359626590808707,Cluster 0
709,153-58-4872,Naypyitaw,Miembro,Mujer,Food and beverages,74.89,4,14.978,314.538,Ewallet,299.56,4.2,2019-03-01,Friday,Laboral,Tarde,Detractores,-100,0,-0.02775213674085031,Cluster 1
710,692-27-8933,Mandalay,Normal,Mujer,Sports and travel,57.95,6,17.385,365.085,Cash,347.7,5.2,2019-02-24,Sunday,Festivo,Mañana,Detractores,-100,0,-0.02433111212811645,Cluster 0
711,883-69-1285,Mandalay,Miembro,Hombre,Fashion accessories,49.92,2,4.992,104.832,Credit card,99.84,7.0,2019-03-06,Wednesday,Laboral,Mañana,Neutros,0,0,-0.03316025035269121,Cluster 0
712,484-22-8230,Naypyitaw,Miembro,Mujer,Fashion accessories,51.89,7,18.1615,381.3915,Cash,363.23,4.5,2019-01-08,Tuesday,Laboral,Noche,Detractores,-100,0,-0.02391946862479111,Cluster 2
713,617-15-4209,Naypyitaw,Miembro,Hombre,Health and beauty,15.37,2,1.537,32.277,Cash,30.74,7.2,2019-03-16,Saturday,Laboral,Noche,Neutros,0,1,0.006503722992623251,Cluster 2
714,881-41-7302,Naypyitaw,Normal,Mujer,Fashion accessories,64.99,1,3.2495,68.2395,Credit card,64.99,4.5,2019-01-26,Saturday,Laboral,Mañana,Detractores,-100,0,-0.03258201428701524,Cluster 0
715,882-40-4577,Yangon,Miembro,Hombre,Sports and travel,67.26,4,13.452,282.492,Credit card,269.04,8.0,2019-01-19,Saturday,Laboral,Tarde,Neutros,0,0,-0.04718843011211449,Cluster 1
716,443-60-9639,Naypyitaw,Miembro,Mujer,Home and lifestyle,60.87,1,3.0435,63.9135,Cash,60.87,5.5,2019-01-24,Thursday,Laboral,Mañana,Detractores,-100,0,-0.025738217435484326,Cluster 0
717,387-49-4215,Mandalay,Miembro,Mujer,Sports and travel,48.5,3,7.275,152.775,Cash,145.5,6.7,2019-01-08,Tuesday,Laboral,Mañana,Neutros,0,0,-0.027355734382033647,Cluster 0
718,746-54-5508,Yangon,Normal,Hombre,Home and lifestyle,21.52,6,6.456,135.576,Credit card,129.12,9.4,2019-01-17,Thursday,Laboral,Mañana,Promotores,100,0,-0.02194597006065413,Cluster 0
719,880-46-5796,Yangon,Miembro,Hombre,Sports and travel,76.92,10,38.46,807.66,Ewallet,769.2,5.6,2019-03-17,Sunday,Festivo,Noche,Detractores,-100,0,-0.012920461789849956,Cluster 2
720,796-32-9050,Yangon,Normal,Hombre,Food and beverages,51.28,6,15.384,323.064,Cash,307.68,6.5,2019-01-19,Saturday,Laboral,Tarde,Neutros,0,0,-0.030887891952052993,Cluster 1
721,354-39-5160,Yangon,Miembro,Mujer,Home and lifestyle,34.42,6,10.326,216.846,Cash,206.52,9.8,2019-02-18,Monday,Laboral,Tarde,Promotores,100,0,-0.037443111144867536,Cluster 1
722,271-88-8734,Naypyitaw,Miembro,Mujer,Fashion accessories,97.21,10,48.605,1020.705,Credit card,972.1,8.7,2019-02-08,Friday,Laboral,Mañana,Promotores,100,0,-0.01314539667709913,Cluster 0
723,239-36-3640,Mandalay,Normal,Hombre,Electronic accessories,45.35,6,13.605,285.705,Ewallet,272.1,6.1,2019-01-31,Thursday,Laboral,Mañana,Detractores,-100,0,-0.03233731467420409,Cluster 0
724,130-67-4723,Yangon,Miembro,Hombre,Food and beverages,48.5,6,14.55,305.55,Ewallet,291.0,9.4,2019-01-11,Friday,Laboral,Mañana,Promotores,100,0,-0.04461595394773138,Cluster 0
725,746-68-6593,Naypyitaw,Miembro,Mujer,Sports and travel,87.16,2,8.716000000000001,183.036,Credit card,174.32,9.7,2019-01-11,Friday,Laboral,Tarde,Promotores,100,0,-0.024392750877407776,Cluster 1
726,187-83-5490,Yangon,Miembro,Hombre,Electronic accessories,20.77,4,4.154,87.234,Cash,83.08,4.7,2019-01-31,Thursday,Laboral,Mañana,Detractores,-100,0,-0.026656518994507942,Cluster 0
727,600-38-9738,Naypyitaw,Miembro,Hombre,Sports and travel,71.92,5,17.98,377.58,Credit card,359.6,4.3,2019-01-17,Thursday,Laboral,Tarde,Detractores,-100,0,-0.02592925140005331,Cluster 1
728,862-29-5914,Naypyitaw,Normal,Mujer,Sports and travel,22.38,1,1.119,23.499,Credit card,22.38,8.6,2019-01-30,Wednesday,Laboral,Tarde,Promotores,100,0,-0.015226300422639729,Cluster 1
729,628-90-8624,Mandalay,Miembro,Hombre,Health and beauty,82.58,10,41.29,867.09,Cash,825.8,5.0,2019-03-14,Thursday,Laboral,Tarde,Detractores,-100,1,0.0037926826515362055,Cluster 1
730,207-73-1363,Mandalay,Normal,Hombre,Health and beauty,69.51,2,6.9510000000000005,145.971,Ewallet,139.02,8.1,2019-03-01,Friday,Laboral,Mañana,Neutros,0,0,-0.03265882438131695,Cluster 0
731,889-04-9723,Mandalay,Miembro,Mujer,Food and beverages,89.14,4,17.828,374.388,Credit card,356.56,7.8,2019-01-07,Monday,Laboral,Mañana,Neutros,0,0,-0.015748137301978327,Cluster 0
732,201-63-8275,Naypyitaw,Miembro,Mujer,Sports and travel,67.99,7,23.7965,499.7265,Ewallet,475.93,5.7,2019-02-17,Sunday,Festivo,Tarde,Detractores,-100,0,-0.02884133711669368,Cluster 1
733,700-81-1757,Yangon,Normal,Mujer,Electronic accessories,26.31,5,6.5775,138.1275,Credit card,131.55,8.8,2019-01-18,Friday,Laboral,Noche,Promotores,100,0,-0.034606453129556236,Cluster 2
734,457-13-1708,Mandalay,Miembro,Hombre,Fashion accessories,65.23,10,32.615,684.915,Credit card,652.3,5.2,2019-01-08,Tuesday,Laboral,Noche,Detractores,-100,0,-0.0045260149488436366,Cluster 2
735,895-03-6665,Mandalay,Normal,Mujer,Fashion accessories,36.51,9,16.4295,345.0195,Cash,328.59,4.2,2019-02-16,Saturday,Laboral,Mañana,Detractores,-100,0,-0.035927340417409415,Cluster 0
736,377-79-7592,Naypyitaw,Miembro,Mujer,Electronic accessories,44.84,9,20.178,423.73800000000006,Credit card,403.56,7.5,2019-01-14,Monday,Laboral,Tarde,Neutros,0,0,-0.02776744488394756,Cluster 1
737,453-33-6436,Yangon,Normal,Mujer,Home and lifestyle,93.12,8,37.24800000000001,782.2080000000002,Cash,744.96,6.8,2019-02-07,Thursday,Laboral,Mañana,Neutros,0,0,-0.023047345244709083,Cluster 0
738,846-10-0341,Yangon,Normal,Mujer,Fashion accessories,42.57,7,14.8995,312.8895,Cash,297.99,6.8,2019-01-06,Sunday,Festivo,Mañana,Neutros,0,0,-0.030252265284549607,Cluster 0
739,477-59-2456,Naypyitaw,Normal,Mujer,Fashion accessories,45.44,7,15.904000000000002,333.9840000000001,Cash,318.08,9.2,2019-01-23,Wednesday,Laboral,Mañana,Promotores,100,0,-0.038291591452836116,Cluster 0
740,450-42-3339,Naypyitaw,Normal,Hombre,Health and beauty,84.61,10,42.305,888.405,Credit card,846.1,8.8,2019-02-09,Saturday,Laboral,Noche,Promotores,100,1,0.009123803868443914,Cluster 2
741,316-68-6352,Yangon,Miembro,Mujer,Food and beverages,36.36,2,3.636,76.35600000000002,Cash,72.72,7.1,2019-01-21,Monday,Laboral,Mañana,Neutros,0,0,-0.03534841337930361,Cluster 0
742,333-23-2632,Yangon,Miembro,Hombre,Health and beauty,10.08,7,3.528,74.08800000000002,Cash,70.56,4.2,2019-03-28,Thursday,Laboral,Noche,Detractores,-100,1,0.0003964284290629561,Cluster 2
743,313-66-9943,Mandalay,Miembro,Mujer,Food and beverages,29.15,3,4.3725,91.8225,Credit card,87.45,7.3,2019-03-27,Wednesday,Festivo,Noche,Neutros,0,0,-0.032010548517202086,Cluster 2
744,635-28-5728,Yangon,Normal,Hombre,Health and beauty,56.0,3,8.4,176.4,Ewallet,168.0,4.8,2019-02-28,Thursday,Laboral,Noche,Detractores,-100,0,-0.016341809837849386,Cluster 2
745,733-29-1227,Naypyitaw,Normal,Hombre,Home and lifestyle,55.61,7,19.4635,408.7335,Cash,389.27,8.5,2019-03-23,Saturday,Laboral,Mañana,Promotores,100,0,-0.028268464283056623,Cluster 0
746,351-62-0822,Mandalay,Miembro,Mujer,Fashion accessories,14.48,4,2.8960000000000004,60.816,Ewallet,57.92,4.5,2019-02-06,Wednesday,Laboral,Noche,Detractores,-100,0,-0.02061029795455893,Cluster 2
747,593-08-5916,Yangon,Normal,Mujer,Fashion accessories,15.5,1,0.775,16.275,Credit card,15.5,7.4,2019-03-19,Tuesday,Laboral,Tarde,Neutros,0,0,-0.02313866393875597,Cluster 1
